SEQN,RIDAGEYR,RIAGENDR
84469,62,Female
84470,23,Male
84471,74,Female
84472,2,Male
84473,22,Female
84474,3,Male
84475,25,Male
84476,16,Female
84477,16,Male
84478,6,Male
84479,55,Female
84480,79,Female
84481,72,Male
84482,58,Female
84483,4,Male
84484,6,Female
84485,24,Female
84486,0,Female
84487,24,Female
84488,54,Male
84489,0,Female
84490,28,Female
84491,6,Female
84492,37,Male
84493,44,Female
84494,22,Female
84495,53,Female
84496,51,Male
84497,2,Female
84498,57,Female
84499,56,Male
84500,54,Female
84501,7,Female
84502,56,Male
84503,55,Male
84504,0,Female
84505,23,Female
84506,0,Female
84507,1,Female
84508,2,Male
84509,13,Female
84510,11,Male
84511,78,Female
84512,9,Male
84513,65,Female
84514,41,Male
84515,10,Female
84516,0,Female
84517,80,Female
84518,11,Male
84519,2,Female
84520,1,Male
84521,1,Female
84522,19,Female
84523,0,Male
84524,16,Female
84525,44,Male
84526,1,Female
84527,1,Female
84528,5,Female
84529,60,Female
84530,80,Male
84531,2,Male
84532,23,Female
84533,11,Female
84534,62,Female
84535,21,Female
84536,31,Male
84537,34,Male
84538,2,Male
84539,25,Female
84540,18,Female
84541,6,Female
84542,31,Female
84543,56,Male
84544,2,Male
84545,47,Male
84546,61,Female
84547,37,Female
84548,54,Female
84549,7,Female
84550,29,Male
84551,73,Male
84552,37,Female
84553,8,Male
84554,2,Male
84555,56,Female
84556,68,Male
84557,8,Male
84558,27,Male
84559,10,Male
84560,0,Female
84561,55,Female
84562,60,Female
84563,9,Male
84564,74,Male
84565,25,Female
84566,71,Female
84567,65,Male
84568,72,Male
84569,55,Female
84570,11,Female
84571,0,Female
84572,0,Female
84573,16,Male
84574,9,Female
84575,61,Male
84576,46,Female
84577,0,Female
84578,4,Female
84579,27,Female
84580,18,Male
84581,32,Female
84582,66,Male
84583,56,Female
84584,62,Female
84585,23,Male
84586,23,Male
84587,22,Female
84588,35,Male
84589,12,Male
84590,1,Female
84591,7,Female
84592,58,Male
84593,40,Male
84594,67,Female
84595,80,Male
84596,26,Male
84597,63,Female
84598,7,Female
84599,4,Male
84600,30,Male
84601,7,Female
84602,63,Female
84603,3,Female
84604,9,Female
84605,14,Female
84606,63,Male
84607,40,Female
84608,70,Male
84609,62,Male
84610,54,Male
84611,59,Female
84612,48,Male
84613,8,Male
84614,80,Male
84615,54,Male
84616,2,Female
84617,42,Female
84618,23,Female
84619,41,Female
84620,21,Female
84621,6,Female
84622,80,Male
84623,53,Male
84624,8,Male
84625,40,Female
84626,43,Male
84627,80,Male
84628,32,Female
84629,80,Female
84630,8,Male
84631,57,Male
84632,39,Female
84633,10,Female
84634,10,Male
84635,14,Male
84636,4,Female
84637,71,Female
84638,2,Female
84639,30,Female
84640,80,Female
84641,28,Female
84642,54,Female
84643,13,Male
84644,80,Female
84645,68,Male
84646,50,Female
84647,0,Male
84648,4,Male
84649,80,Male
84650,30,Female
84651,12,Female
84652,59,Male
84653,7,Female
84654,8,Female
84655,4,Male
84656,7,Female
84657,35,Male
84658,22,Female
84659,47,Female
84660,40,Male
84661,41,Male
84662,63,Female
84663,18,Male
84664,5,Male
84665,73,Female
84666,15,Male
84667,11,Female
84668,56,Female
84669,3,Female
84670,2,Male
84671,25,Female
84672,39,Female
84673,29,Male
84674,0,Female
84675,33,Male
84676,70,Male
84677,43,Female
84678,15,Female
84679,68,Female
84680,60,Male
84681,5,Female
84682,6,Male
84683,73,Female
84684,6,Female
84685,27,Female
84686,23,Male
84687,10,Female
84688,18,Female
84689,47,Female
84690,9,Male
84691,80,Female
84692,5,Female
84693,4,Female
84694,58,Male
84695,80,Male
84696,61,Male
84697,1,Female
84698,22,Female
84699,5,Male
84700,48,Female
84701,4,Female
84702,47,Male
84703,75,Male
84704,55,Female
84705,75,Male
84706,51,Female
84707,22,Female
84708,14,Female
84709,18,Male
84710,71,Female
84711,41,Male
84712,34,Male
84713,2,Female
84714,4,Female
84715,60,Male
84716,44,Female
84717,50,Male
84718,1,Male
84719,19,Male
84720,57,Female
84721,12,Male
84722,14,Male
84723,47,Male
84724,15,Male
84725,12,Female
84726,33,Male
84727,80,Male
84728,2,Male
84729,9,Female
84730,2,Female
SEQN,RIDAGEYR,RIAGENDR
73557,69,Male
73558,54,Male
73559,72,Male
73560,9,Male
73561,73,Female
73562,56,Male
73563,0,Male
73564,61,Female
73565,42,Male
73566,56,Female
73567,65,Male
73568,26,Female
73569,0,Female
73570,9,Female
73571,76,Male
73572,10,Female
73573,10,Male
73574,33,Female
73575,1,Male
73576,16,Male
73577,32,Male
73578,18,Male
73579,12,Female
73580,38,Female
73581,50,Male
73582,23,Female
73583,7,Female
73584,13,Male
73585,28,Male
73586,4,Female
73587,14,Male
73588,11,Male
73589,35,Male
73590,2,Male
73591,6,Male
73592,29,Male
73593,3,Male
73594,23,Male
73595,58,Male
73596,57,Female
73597,50,Female
73598,20,Male
73599,13,Female
73600,37,Male
73601,12,Male
73602,3,Male
73603,35,Male
73604,69,Female
73605,13,Male
73606,16,Male
73607,75,Male
73608,3,Male
73609,11,Female
73610,43,Male
73611,3,Female
73612,6,Female
73613,60,Female
73614,55,Female
73615,65,Female
73616,62,Female
73617,6,Male
73618,54,Female
73619,36,Female
73620,3,Female
73621,80,Male
73622,72,Male
73623,32,Male
73624,31,Female
73625,13,Male
73626,72,Female
73627,0,Male
73628,80,Male
73629,26,Female
73630,13,Male
73631,56,Female
73632,23,Male
73633,43,Female
73634,65,Male
73635,4,Female
73636,1,Female
73637,2,Female
73638,63,Female
73639,71,Male
73640,67,Female
73641,64,Female
73642,57,Female
73643,62,Male
73644,8,Male
73645,54,Female
73646,4,Male
73647,61,Female
73648,16,Female
73649,3,Male
73650,6,Male
73651,6,Female
73652,54,Female
73653,10,Female
73654,46,Male
73655,44,Male
73656,54,Male
73657,19,Female
73658,35,Male
73659,70,Female
73660,59,Male
73661,25,Male
73662,39,Male
73663,25,Male
73664,5,Female
73665,59,Male
73666,70,Male
73667,24,Male
73668,30,Female
73669,4,Male
73670,71,Female
73671,49,Male
73672,73,Male
73673,45,Male
73674,45,Female
73675,29,Male
73676,44,Male
73677,61,Female
73678,51,Male
73679,1,Female
73680,12,Male
73681,9,Female
73682,3,Female
73683,2,Female
73684,64,Male
73685,0,Female
73686,7,Female
73687,8,Male
73688,58,Male
73689,54,Male
73690,77,Female
73691,14,Male
73692,65,Male
73693,78,Female
73694,66,Female
73695,79,Female
73696,8,Female
73697,57,Female
73698,23,Male
73699,20,Male
73700,0,Male
73701,47,Male
73702,48,Female
73703,38,Female
73704,8,Female
73705,10,Male
73706,54,Male
73707,45,Male
73708,69,Male
73709,64,Male
73710,2,Male
73711,5,Male
73712,18,Male
73713,3,Male
73714,29,Female
73715,38,Female
73716,25,Male
73717,78,Male
73718,53,Male
73719,11,Female
73720,48,Male
73721,80,Female
73722,80,Female
73723,77,Male
73724,26,Male
73725,80,Female
73726,67,Female
73727,3,Female
73728,16,Male
73729,46,Male
73730,48,Male
73731,12,Male
73732,80,Male
73733,23,Female
73734,5,Female
73735,29,Female
73736,55,Male
73737,30,Female
73738,29,Male
73739,46,Female
73740,57,Female
73741,47,Female
73742,11,Female
73743,0,Male
73744,0,Female
73745,7,Male
73746,64,Female
73747,80,Female
73748,0,Male
73749,29,Male
73750,9,Male
73751,61,Female
73752,8,Female
73753,11,Female
73754,15,Male
73755,75,Male
73756,56,Male
73757,29,Female
73758,15,Female
73759,9,Female
73760,64,Male
73761,17,Male
73762,3,Male
73763,31,Female
73764,13,Male
73765,54,Male
73766,75,Female
73767,35,Female
73768,4,Female
73769,42,Male
73770,50,Female
73771,0,Male
73772,21,Female
73773,39,Female
73774,80,Female
73775,14,Female
73776,19,Female
73777,5,Male
73778,62,Male
73779,62,Male
73780,78,Male
73781,48,Female
73782,68,Male
73783,26,Male
73784,7,Female
73785,46,Male
73786,18,Female
73787,71,Male
73788,9,Female
73789,2,Female
73790,59,Male
73791,8,Male
73792,68,Female
73793,10,Male
73794,6,Female
73795,59,Male
73796,5,Female
73797,57,Female
73798,11,Male
73799,10,Female
73800,54,Female
73801,46,Female
73802,18,Female
73803,14,Male
73804,55,Male
73805,30,Female
73806,63,Male
73807,50,Female
73808,53,Female
73809,52,Female
73810,48,Male
73811,64,Male
73812,5,Male
73813,34,Female
73814,0,Male
73815,72,Female
73816,64,Male
73817,0,Male
73818,5,Male
73819,4,Male
73820,56,Male
73821,56,Female
73822,13,Female
73823,35,Male
73824,11,Male
73825,64,Female
73826,14,Female
73827,11,Female
73828,4,Female
73829,7,Female
73830,64,Male
73831,48,Female
73832,77,Male
73833,34,Female
73834,64,Male
73835,13,Male
73836,9,Female
73837,29,Male
73838,2,Female
73839,68,Male
73840,77,Female
73841,13,Male
73842,53,Male
73843,42,Male
73844,12,Female
73845,70,Female
73846,24,Female
73847,34,Male
73848,65,Female
73849,16,Female
73850,30,Male
73851,48,Female
73852,40,Female
73853,13,Male
73854,1,Female
73855,38,Female
73856,0,Male
73857,23,Male
73858,52,Male
73859,38,Male
73860,53,Male
73861,77,Male
73862,61,Female
73863,26,Male
73864,62,Female
73865,48,Male
73866,47,Female
73867,80,Female
73868,32,Male
73869,7,Male
73870,38,Male
73871,28,Female
73872,63,Female
73873,80,Male
73874,2,Female
73875,43,Male
73876,0,Female
73877,0,Female
73878,45,Female
73879,58,Female
73880,50,Female
73881,38,Male
73882,25,Female
73883,67,Male
73884,43,Male
73885,6,Male
73886,64,Female
73887,16,Male
73888,56,Male
73889,15,Male
73890,16,Male
73891,12,Male
73892,15,Male
73893,17,Male
73894,6,Male
73895,5,Male
73896,19,Female
73897,11,Female
73898,9,Male
73899,57,Male
73900,66,Male
73901,54,Male
73902,28,Female
73903,4,Female
73904,17,Male
73905,12,Male
73906,34,Female
73907,8,Female
73908,67,Male
73909,0,Male
73910,51,Male
73911,3,Male
73912,0,Male
73913,26,Male
73914,52,Female
73915,14,Female
73916,27,Male
73917,8,Male
73918,32,Male
73919,61,Male
73920,18,Male
73921,80,Female
73922,75,Female
73923,4,Male
73924,39,Female
73925,60,Male
73926,64,Male
73927,3,Female
73928,23,Male
73929,3,Female
73930,70,Female
73931,37,Female
73932,30,Male
73933,10,Female
73934,31,Male
73935,63,Male
73936,3,Female
73937,41,Female
73938,53,Female
73939,6,Female
73940,7,Male
73941,28,Male
73942,5,Male
73943,19,Male
73944,0,Male
73945,66,Male
73946,2,Male
73947,1,Male
73948,4,Female
73949,48,Male
73950,3,Male
73951,14,Male
73952,42,Male
73953,13,Female
73954,45,Female
73955,31,Female
73956,4,Male
73957,26,Female
73958,16,Female
73959,5,Male
73960,11,Female
73961,7,Male
73962,49,Male
73963,16,Male
73964,45,Male
73965,0,Male
73966,7,Male
73967,9,Male
73968,15,Male
73969,0,Male
73970,10,Male
73971,15,Female
73972,2,Female
73973,75,Female
73974,34,Male
73975,64,Female
73976,11,Female
73977,30,Male
73978,10,Female
73979,61,Female
73980,43,Male
73981,36,Female
73982,13,Male
73983,18,Female
73984,5,Male
73985,43,Female
73986,7,Female
73987,56,Male
73988,4,Male
73989,0,Male
73990,50,Female
73991,8,Female
73992,20,Male
73993,57,Male
73994,36,Male
73995,40,Female
73996,17,Female
73997,17,Male
73998,32,Female
73999,66,Male
74000,14,Male
74001,48,Male
74002,63,Male
74003,68,Female
74004,31,Female
74005,23,Male
74006,34,Female
74007,71,Female
74008,49,Female
74009,6,Female
74010,40,Male
74011,55,Male
74012,68,Female
74013,56,Female
74014,60,Male
74015,2,Female
74016,49,Male
74017,18,Female
74018,22,Male
74019,17,Female
74020,4,Female
74021,16,Male
74022,66,Female
74023,19,Male
74024,3,Male
74025,45,Male
74026,11,Male
74027,42,Male
74028,57,Female
74029,22,Male
74030,0,Male
74031,19,Female
74032,47,Female
74033,80,Male
74034,0,Female
74035,3,Female
74036,43,Male
74037,20,Male
74038,54,Female
74039,10,Female
74040,4,Male
74041,60,Male
74042,41,Female
74043,14,Female
74044,73,Male
74045,38,Male
74046,41,Female
74047,40,Female
74048,80,Male
74049,62,Female
74050,44,Female
74051,20,Female
74052,19,Female
74053,10,Female
74054,40,Female
74055,57,Male
74056,38,Male
74057,63,Female
74058,60,Female
74059,57,Male
74060,8,Female
74061,12,Female
74062,67,Female
74063,49,Male
74064,17,Male
74065,71,Female
74066,56,Male
74067,2,Female
74068,5,Female
74069,0,Female
74070,59,Female
74071,3,Female
74072,63,Male
74073,0,Male
74074,4,Female
74075,59,Male
74076,4,Female
74077,26,Male
74078,63,Male
74079,2,Female
74080,5,Female
74081,80,Male
74082,4,Male
74083,67,Female
74084,1,Male
74085,80,Female
74086,6,Male
74087,59,Female
74088,12,Male
74089,11,Male
74090,80,Female
74091,19,Female
74092,6,Female
74093,4,Male
74094,7,Male
74095,12,Female
74096,53,Male
74097,40,Female
74098,0,Male
74099,44,Male
74100,69,Male
74101,34,Female
74102,18,Female
74103,17,Female
74104,8,Female
74105,0,Female
74106,10,Female
74107,4,Male
74108,1,Female
74109,59,Female
74110,60,Male
74111,61,Female
74112,28,Female
74113,17,Male
74114,9,Female
74115,27,Male
74116,25,Male
74117,8,Female
74118,35,Female
74119,32,Female
74120,80,Male
74121,9,Female
74122,71,Female
74123,21,Female
74124,28,Female
74125,39,Female
74126,53,Female
74127,33,Female
74128,71,Female
74129,56,Male
74130,12,Male
74131,24,Female
74132,62,Female
74133,14,Female
74134,51,Female
74135,6,Female
74136,9,Male
74137,17,Male
74138,69,Male
74139,63,Female
74140,8,Female
74141,71,Female
74142,61,Male
74143,30,Male
74144,51,Male
74145,6,Male
74146,50,Male
74147,79,Female
74148,42,Female
74149,54,Female
74150,20,Female
74151,1,Male
74152,74,Female
74153,59,Female
74154,52,Female
74155,20,Female
74156,3,Female
74157,7,Female
74158,19,Female
74159,32,Male
74160,66,Female
74161,16,Female
74162,19,Female
74163,11,Female
74164,38,Female
74165,3,Male
74166,28,Female
74167,0,Male
74168,14,Male
74169,22,Male
74170,56,Male
74171,17,Male
74172,33,Female
74173,43,Female
74174,3,Female
74175,80,Female
74176,51,Female
74177,5,Male
74178,53,Female
74179,17,Male
74180,63,Female
74181,38,Male
74182,12,Male
74183,11,Female
74184,55,Female
74185,11,Female
74186,29,Female
74187,23,Female
74188,80,Male
74189,0,Female
74190,56,Female
74191,39,Female
74192,7,Female
74193,66,Female
74194,3,Female
74195,26,Female
74196,36,Female
74197,26,Male
74198,66,Female
74199,22,Female
74200,5,Male
74201,25,Female
74202,59,Male
74203,51,Female
74204,6,Female
74205,65,Male
74206,16,Male
74207,32,Female
74208,2,Male
74209,9,Female
74210,0,Male
74211,74,Female
74212,7,Female
74213,6,Female
74214,47,Female
74215,9,Female
74216,4,Male
74217,5,Male
74218,10,Male
74219,74,Male
74220,14,Male
74221,34,Female
74222,45,Male
74223,1,Female
74224,66,Male
74225,67,Female
74226,20,Female
74227,78,Female
74228,2,Male
74229,17,Female
74230,44,Male
74231,67,Female
74232,29,Female
74233,19,Female
74234,0,Male
74235,27,Female
74236,1,Male
74237,51,Female
74238,6,Male
74239,35,Female
74240,74,Female
74241,72,Male
74242,9,Female
74243,33,Female
74244,7,Female
74245,11,Female
74246,71,Female
74247,74,Male
74248,4,Female
74249,16,Female
74250,2,Female
74251,20,Male
74252,18,Female
74253,77,Male
74254,71,Male
74255,7,Male
74256,17,Male
74257,0,Female
74258,1,Male
74259,39,Female
74260,52,Female
74261,2,Female
74262,70,Female
74263,8,Female
74264,46,Female
74265,36,Female
74266,1,Male
74267,4,Female
74268,62,Female
74269,4,Male
74270,51,Female
74271,13,Male
74272,0,Female
74273,16,Male
74274,16,Male
74275,29,Female
74276,62,Female
74277,16,Male
74278,42,Female
74279,21,Female
74280,80,Female
74281,27,Male
74282,23,Female
74283,49,Female
74284,58,Male
74285,30,Female
74286,10,Female
74287,60,Male
74288,15,Female
74289,0,Male
74290,48,Male
74291,3,Female
74292,63,Female
74293,27,Female
74294,44,Female
74295,26,Male
74296,26,Male
74297,9,Male
74298,80,Female
74299,0,Female
74300,46,Male
74301,50,Female
74302,62,Male
74303,3,Male
74304,80,Male
74305,71,Male
74306,62,Male
74307,6,Female
74308,11,Male
74309,4,Female
74310,60,Female
74311,5,Male
74312,22,Male
74313,80,Female
74314,50,Male
74315,7,Female
74316,17,Female
74317,33,Male
74318,52,Female
74319,68,Female
74320,1,Female
74321,1,Male
74322,18,Male
74323,27,Female
74324,79,Female
74325,12,Male
74326,16,Male
74327,14,Male
74328,44,Male
74329,46,Male
74330,3,Male
74331,33,Male
74332,18,Female
74333,2,Female
74334,11,Female
74335,9,Female
74336,7,Male
74337,4,Male
74338,43,Male
74339,12,Male
74340,41,Male
74341,60,Male
74342,10,Female
74343,2,Male
74344,18,Male
74345,56,Male
74346,70,Male
74347,13,Male
74348,45,Female
74349,57,Female
74350,52,Male
74351,7,Female
74352,65,Male
74353,20,Female
74354,0,Female
74355,61,Male
74356,18,Female
74357,77,Male
74358,13,Female
74359,63,Male
74360,17,Female
74361,10,Female
74362,2,Female
74363,2,Male
74364,5,Female
74365,3,Male
74366,61,Female
74367,74,Male
74368,53,Female
74369,7,Male
74370,6,Male
74371,1,Male
74372,4,Male
74373,7,Male
74374,70,Female
74375,63,Female
74376,21,Male
74377,3,Male
74378,24,Male
74379,43,Male
74380,28,Male
74381,25,Female
74382,4,Male
74383,64,Male
74384,25,Female
74385,73,Male
74386,24,Male
74387,2,Female
74388,57,Male
74389,4,Female
74390,5,Male
74391,0,Female
74392,14,Male
74393,26,Male
74394,51,Female
74395,77,Male
74396,29,Female
74397,24,Female
74398,27,Male
74399,31,Female
74400,23,Male
74401,19,Female
74402,49,Female
74403,31,Female
74404,0,Female
74405,5,Female
74406,0,Female
74407,8,Female
74408,29,Male
74409,6,Female
74410,9,Male
74411,28,Male
74412,37,Male
74413,80,Female
74414,0,Female
74415,17,Female
74416,3,Male
74417,56,Female
74418,23,Female
74419,76,Female
74420,5,Female
74421,47,Male
74422,29,Male
74423,16,Male
74424,35,Female
74425,62,Female
74426,2,Male
74427,14,Male
74428,0,Male
74429,1,Male
74430,11,Male
74431,5,Female
74432,60,Male
74433,22,Male
74434,36,Female
74435,19,Male
74436,55,Male
74437,35,Male
74438,0,Male
74439,0,Female
74440,31,Female
74441,38,Female
74442,63,Male
74443,11,Female
74444,10,Male
74445,47,Male
74446,64,Female
74447,0,Male
74448,5,Female
74449,37,Male
74450,16,Male
74451,77,Female
74452,11,Female
74453,0,Male
74454,45,Male
74455,38,Female
74456,1,Female
74457,13,Male
74458,15,Female
74459,61,Female
74460,20,Female
74461,1,Male
74462,58,Female
74463,45,Male
74464,45,Male
74465,80,Male
74466,34,Male
74467,1,Male
74468,5,Female
74469,1,Male
74470,4,Male
74471,16,Female
74472,2,Female
74473,80,Male
74474,3,Male
74475,0,Male
74476,68,Female
74477,1,Male
74478,8,Male
74479,50,Female
74480,18,Female
74481,35,Female
74482,8,Female
74483,4,Male
74484,11,Female
74485,3,Female
74486,69,Female
74487,78,Male
74488,16,Female
74489,36,Female
74490,80,Female
74491,8,Female
74492,10,Female
74493,40,Male
74494,2,Male
74495,8,Male
74496,4,Male
74497,2,Male
74498,29,Male
74499,59,Male
74500,6,Male
74501,10,Female
74502,27,Male
74503,47,Female
74504,43,Female
74505,21,Female
74506,4,Female
74507,14,Male
74508,80,Male
74509,48,Female
74510,64,Male
74511,46,Male
74512,80,Male
74513,15,Male
74514,0,Female
74515,0,Female
74516,16,Female
74517,1,Male
74518,0,Male
74519,60,Female
74520,6,Male
74521,21,Female
74522,2,Male
74523,61,Female
74524,47,Male
74525,11,Male
74526,58,Female
74527,0,Male
74528,1,Female
74529,51,Male
74530,45,Female
74531,72,Male
74532,25,Male
74533,0,Female
74534,65,Male
74535,1,Male
74536,65,Male
74537,23,Female
74538,75,Female
74539,55,Male
74540,11,Female
74541,5,Female
74542,46,Male
74543,40,Male
74544,10,Male
74545,8,Female
74546,27,Female
74547,43,Male
74548,63,Female
74549,55,Female
74550,4,Female
74551,32,Female
74552,44,Female
74553,6,Male
74554,35,Female
74555,2,Female
SEQN,RIDAGEYR,RIAGENDR
62161,22,Male
62162,3,Female
62163,14,Male
62164,44,Female
62165,14,Female
62166,9,Male
62167,0,Male
62168,6,Male
62169,21,Male
62170,15,Male
62171,14,Male
62172,43,Female
62173,2,Female
62174,80,Male
62175,5,Male
62176,34,Female
62177,51,Male
62178,80,Male
62179,55,Male
62180,35,Male
62181,9,Male
62182,75,Male
62183,6,Male
62184,26,Male
62185,16,Male
62186,17,Female
62187,9,Female
62188,2,Male
62189,30,Female
62190,15,Female
62191,70,Male
62192,11,Female
62193,17,Male
62194,9,Female
62195,35,Male
62196,1,Male
62197,16,Female
62198,7,Male
62199,57,Male
62200,42,Male
62201,58,Female
62202,36,Male
62203,8,Male
62204,9,Female
62205,28,Male
62206,35,Female
62207,0,Male
62208,38,Male
62209,62,Female
62210,15,Male
62211,63,Female
62212,8,Female
62213,2,Male
62214,22,Female
62215,65,Female
62216,0,Male
62217,77,Female
62218,38,Female
62219,2,Female
62220,31,Female
62221,41,Female
62222,32,Male
62223,54,Male
62224,29,Female
62225,13,Female
62226,80,Male
62227,19,Male
62228,50,Male
62229,31,Female
62230,75,Male
62231,48,Female
62232,42,Female
62233,63,Female
62234,23,Male
62235,2,Female
62236,61,Male
62237,58,Female
62238,0,Female
62239,22,Female
62240,14,Female
62241,2,Male
62242,24,Male
62243,1,Female
62244,1,Male
62245,8,Male
62246,0,Female
62247,0,Female
62248,65,Male
62249,26,Female
62250,34,Male
62251,51,Female
62252,11,Female
62253,18,Male
62254,14,Male
62255,65,Male
62256,80,Male
62257,2,Female
62258,47,Male
62259,61,Male
62260,10,Male
62261,47,Male
62262,0,Female
62263,2,Male
62264,77,Male
62265,52,Male
62266,64,Male
62267,27,Female
62268,15,Female
62269,29,Male
62270,33,Female
62271,7,Male
62272,9,Male
62273,15,Female
62274,2,Male
62275,41,Female
62276,9,Male
62277,55,Female
62278,72,Female
62279,80,Male
62280,54,Female
62281,13,Female
62282,57,Female
62283,2,Male
62284,64,Female
62285,17,Female
62286,30,Male
62287,73,Female
62288,29,Male
62289,71,Male
62290,2,Female
62291,56,Male
62292,80,Male
62293,67,Male
62294,9,Male
62295,69,Female
62296,19,Male
62297,43,Male
62298,15,Male
62299,8,Male
62300,6,Female
62301,23,Male
62302,51,Female
62303,76,Female
62304,6,Female
62305,10,Male
62306,0,Male
62307,61,Male
62308,78,Female
62309,47,Female
62310,8,Female
62311,18,Male
62312,63,Female
62313,7,Male
62314,61,Male
62315,80,Female
62316,39,Male
62317,46,Male
62318,0,Female
62319,4,Female
62320,64,Female
62321,8,Female
62322,4,Female
62323,2,Female
62324,60,Female
62325,43,Female
62326,69,Male
62327,19,Female
62328,9,Female
62329,2,Male
62330,33,Female
62331,9,Male
62332,22,Male
62333,45,Female
62334,9,Male
62335,14,Male
62336,55,Male
62337,10,Female
62338,2,Female
62339,29,Male
62340,44,Male
62341,8,Male
62342,38,Female
62343,28,Male
62344,32,Female
62345,38,Female
62346,19,Male
62347,71,Female
62348,19,Female
62349,23,Female
62350,43,Female
62351,7,Male
62352,3,Female
62353,80,Male
62354,11,Female
62355,16,Female
62356,14,Female
62357,36,Male
62358,0,Female
62359,54,Female
62360,17,Male
62361,7,Male
62362,11,Female
62363,44,Female
62364,4,Female
62365,37,Female
62366,80,Male
62367,50,Male
62368,80,Female
62369,8,Female
62370,21,Male
62371,32,Male
62372,55,Female
62373,46,Male
62374,31,Female
62375,24,Male
62376,6,Male
62377,78,Female
62378,68,Female
62379,40,Male
62380,16,Male
62381,21,Male
62382,1,Female
62383,23,Male
62384,40,Male
62385,0,Male
62386,35,Male
62387,23,Male
62388,69,Female
62389,16,Female
62390,25,Female
62391,40,Female
62392,1,Female
62393,20,Male
62394,1,Male
62395,1,Female
62396,10,Male
62397,70,Female
62398,9,Male
62399,53,Female
62400,31,Female
62401,15,Female
62402,48,Male
62403,3,Female
62404,44,Male
62405,5,Male
62406,10,Female
62407,49,Male
62408,58,Male
62409,80,Female
62410,5,Male
62411,51,Female
62412,16,Male
62413,65,Male
62414,58,Male
62415,27,Female
62416,19,Female
62417,26,Female
62418,80,Male
62419,80,Male
62420,24,Male
62421,23,Male
62422,72,Female
62423,8,Female
62424,20,Male
62425,30,Female
62426,9,Male
62427,15,Male
62428,12,Female
62429,47,Male
62430,27,Male
62431,54,Male
62432,38,Female
62433,10,Male
62434,61,Female
62435,0,Female
62436,4,Male
62437,39,Male
62438,0,Male
62439,75,Male
62440,22,Male
62441,68,Male
62442,0,Male
62443,4,Female
62444,23,Female
62445,42,Female
62446,4,Female
62447,19,Female
62448,13,Male
62449,38,Female
62450,57,Male
62451,0,Female
62452,39,Male
62453,2,Female
62454,64,Female
62455,18,Male
62456,17,Male
62457,69,Male
62458,13,Male
62459,4,Male
62460,41,Male
62461,29,Female
62462,11,Female
62463,7,Male
62464,32,Male
62465,44,Female
62466,4,Male
62467,65,Male
62468,0,Female
62469,9,Male
62470,4,Male
62471,76,Female
62472,31,Male
62473,17,Female
62474,71,Female
62475,22,Male
62476,40,Male
62477,11,Male
62478,5,Male
62479,36,Female
62480,43,Male
62481,39,Female
62482,32,Female
62483,11,Male
62484,42,Female
62485,21,Male
62486,14,Female
62487,65,Male
62488,9,Male
62489,1,Female
62490,0,Male
62491,61,Female
62492,6,Male
62493,0,Female
62494,28,Male
62495,44,Male
62496,4,Male
62497,12,Male
62498,13,Female
62499,1,Female
62500,52,Female
62501,30,Female
62502,35,Male
62503,5,Male
62504,30,Female
62505,3,Female
62506,46,Female
62507,17,Female
62508,3,Male
62509,60,Female
62510,80,Female
62511,9,Male
62512,39,Male
62513,46,Female
62514,44,Male
62515,42,Female
62516,10,Male
62517,80,Male
62518,47,Male
62519,56,Male
62520,0,Male
62521,59,Female
62522,54,Male
62523,33,Male
62524,23,Male
62525,15,Male
62526,62,Female
62527,79,Male
62528,40,Male
62529,59,Male
62530,51,Female
62531,52,Female
62532,64,Female
62533,1,Female
62534,13,Male
62535,5,Female
62536,46,Male
62537,10,Female
62538,1,Female
62539,60,Male
62540,0,Female
62541,13,Female
62542,11,Female
62543,1,Female
62544,42,Male
62545,8,Male
62546,64,Male
62547,9,Male
62548,57,Male
62549,53,Male
62550,9,Female
62551,37,Female
62552,41,Female
62553,8,Male
62554,15,Female
62555,35,Male
62556,31,Female
62557,10,Male
62558,49,Female
62559,9,Female
62560,56,Female
62561,10,Female
62562,4,Male
62563,72,Female
62564,13,Female
62565,23,Male
62566,2,Female
62567,80,Female
62568,1,Female
62569,80,Female
62570,6,Male
62571,32,Female
62572,80,Female
62573,48,Female
62574,13,Female
62575,24,Female
62576,66,Male
62577,71,Female
62578,6,Female
62579,78,Male
62580,14,Female
62581,10,Female
62582,10,Female
62583,17,Female
62584,22,Male
62585,80,Female
62586,70,Male
62587,73,Male
62588,21,Male
62589,75,Female
62590,11,Male
62591,10,Male
62592,0,Male
62593,72,Female
62594,0,Male
62595,28,Female
62596,52,Female
62597,60,Female
62598,18,Male
62599,50,Female
62600,10,Male
62601,65,Male
62602,80,Female
62603,38,Female
62604,73,Female
62605,1,Male
62606,2,Male
62607,4,Male
62608,67,Female
62609,9,Male
62610,12,Female
62611,45,Male
62612,38,Female
62613,29,Female
62614,12,Male
62615,0,Female
62616,37,Female
62617,8,Male
62618,10,Male
62619,80,Male
62620,7,Female
62621,41,Male
62622,15,Female
62623,78,Female
62624,40,Female
62625,60,Female
62626,13,Male
62627,2,Female
62628,1,Female
62629,11,Male
62630,68,Female
62631,37,Female
62632,29,Male
62633,61,Female
62634,68,Male
62635,27,Female
62636,17,Male
62637,3,Female
62638,9,Female
62639,26,Female
62640,31,Female
