SEQN,RIDAGEYR,RIAGENDR
62641,2,Male
62642,30,Male
62643,2,Female
62644,61,Male
62645,12,Female
62646,57,Female
62647,0,Male
62648,80,Female
62649,76,Male
62650,71,Male
62651,55,Male
62652,46,Male
62653,49,Male
62654,4,Male
62655,1,Male
62656,0,Female
62657,2,Female
62658,68,Male
62659,18,Male
62660,7,Female
62661,35,Male
62662,11,Female
62663,3,Female
62664,64,Male
62665,67,Female
62666,3,Male
62667,6,Male
62668,33,Male
62669,33,Male
62670,13,Male
62671,69,Male
62672,13,Female
62673,34,Male
62674,33,Female
62675,0,Male
62676,17,Female
62677,30,Female
62678,68,Male
62679,7,Female
62680,68,Male
62681,5,Female
62682,62,Female
62683,55,Female
62684,29,Female
62685,36,Male
62686,80,Female
62687,10,Male
62688,24,Male
62689,44,Male
62690,26,Female
62691,31,Male
62692,50,Female
62693,69,Female
62694,37,Male
62695,41,Female
62696,13,Male
62697,9,Male
62698,80,Male
62699,1,Male
62700,9,Male
62701,29,Female
62702,12,Female
62703,2,Female
62704,80,Male
62705,30,Female
62706,39,Female
62707,49,Female
62708,52,Male
62709,10,Female
62710,41,Male
62711,1,Male
62712,4,Female
62713,15,Male
62714,75,Male
62715,10,Male
62716,42,Female
62717,50,Female
62718,63,Male
62719,74,Male
62720,58,Male
62721,2,Female
62722,1,Male
62723,31,Female
62724,57,Female
62725,3,Female
62726,1,Female
62727,80,Female
62728,32,Female
62729,1,Female
62730,0,Male
62731,19,Male
62732,71,Female
62733,5,Male
62734,52,Male
62735,39,Male
62736,40,Female
62737,58,Male
62738,6,Male
62739,74,Male
62740,19,Female
62741,0,Female
62742,70,Male
62743,0,Male
62744,37,Male
62745,71,Female
62746,38,Female
62747,52,Male
62748,13,Male
62749,48,Male
62750,45,Female
62751,8,Male
62752,35,Male
62753,16,Female
62754,0,Female
62755,19,Female
62756,7,Male
62757,54,Male
62758,9,Female
62759,22,Female
62760,10,Female
62761,68,Male
62762,1,Female
62763,29,Male
62764,51,Female
62765,29,Female
62766,1,Male
62767,40,Female
62768,38,Female
62769,13,Female
62770,1,Male
62771,30,Male
62772,46,Female
62773,50,Female
62774,80,Male
62775,69,Female
62776,9,Male
62777,28,Male
62778,4,Female
62779,32,Male
62780,5,Female
62781,3,Female
62782,0,Female
62783,6,Female
62784,31,Male
62785,4,Male
62786,7,Male
62787,21,Female
62788,35,Male
62789,26,Female
62790,11,Female
62791,14,Male
62792,52,Female
62793,72,Male
62794,45,Female
62795,20,Male
62796,17,Female
62797,24,Female
62798,50,Male
62799,0,Female
62800,15,Female
62801,19,Female
62802,6,Male
62803,34,Female
62804,69,Male
62805,41,Female
62806,53,Male
62807,67,Male
62808,44,Female
62809,51,Female
62810,15,Female
62811,40,Female
62812,50,Male
62813,71,Male
62814,72,Male
62815,4,Male
62816,23,Male
62817,41,Male
62818,52,Female
62819,59,Female
62820,53,Female
62821,56,Female
62822,33,Male
62823,46,Male
62824,40,Female
62825,3,Female
62826,80,Female
62827,0,Female
62828,21,Female
62829,0,Male
62830,14,Male
62831,4,Female
62832,15,Female
62833,18,Female
62834,6,Male
62835,66,Female
62836,25,Male
62837,18,Female
62838,44,Female
62839,3,Female
62840,60,Male
62841,52,Male
62842,4,Male
62843,14,Male
62844,7,Male
62845,27,Male
62846,80,Female
62847,44,Male
62848,38,Male
62849,40,Female
62850,1,Female
62851,27,Male
62852,4,Female
62853,16,Male
62854,8,Male
62855,47,Female
62856,2,Female
62857,0,Female
62858,17,Male
62859,53,Female
62860,55,Male
62861,80,Female
62862,0,Male
62863,1,Female
62864,57,Female
62865,17,Male
62866,5,Female
62867,12,Male
62868,27,Male
62869,2,Male
62870,13,Male
62871,48,Male
62872,17,Female
62873,15,Male
62874,33,Female
62875,46,Female
62876,74,Female
62877,8,Male
62878,15,Male
62879,14,Female
62880,64,Female
62881,57,Female
62882,59,Male
62883,80,Female
62884,36,Female
62885,60,Male
62886,21,Male
62887,62,Female
62888,6,Male
62889,2,Male
62890,16,Female
62891,74,Female
62892,50,Male
62893,21,Female
62894,9,Female
62895,33,Male
62896,5,Female
62897,5,Male
62898,24,Female
62899,45,Female
62900,68,Female
62901,64,Female
62902,48,Female
62903,7,Male
62904,2,Male
62905,1,Female
62906,0,Female
62907,16,Female
62908,21,Male
62909,31,Female
62910,7,Female
62911,16,Male
62912,59,Male
62913,40,Female
62914,4,Female
62915,35,Male
62916,22,Male
62917,13,Male
62918,25,Male
62919,34,Female
62920,3,Male
62921,10,Female
62922,31,Female
62923,21,Male
62924,79,Female
62925,18,Female
62926,1,Female
62927,63,Male
62928,43,Female
62929,68,Male
62930,23,Male
62931,15,Male
62932,2,Female
62933,17,Female
62934,60,Female
62935,51,Male
62936,35,Female
62937,63,Female
62938,32,Female
62939,38,Male
62940,62,Male
62941,55,Female
62942,48,Male
62943,15,Male
62944,17,Female
62945,48,Female
62946,9,Male
62947,68,Female
62948,79,Male
62949,8,Female
62950,16,Female
62951,23,Female
62952,20,Male
62953,44,Male
62954,28,Male
62955,31,Female
62956,0,Female
62957,3,Female
62958,72,Female
62959,13,Female
62960,3,Female
62961,0,Male
62962,2,Male
62963,6,Female
62964,22,Male
62965,3,Female
62966,21,Female
62967,36,Male
62968,5,Male
62969,14,Male
62970,6,Male
62971,53,Male
62972,3,Male
62973,10,Male
62974,30,Male
62975,10,Female
62976,18,Female
62977,25,Male
62978,18,Female
62979,68,Female
62980,39,Male
62981,32,Male
62982,66,Female
62983,7,Male
62984,5,Female
62985,68,Male
62986,14,Male
62987,10,Male
62988,10,Male
62989,1,Female
62990,79,Male
62991,24,Male
62992,9,Female
62993,34,Female
62994,49,Female
62995,18,Male
62996,9,Female
62997,60,Male
62998,19,Male
62999,9,Female
63000,60,Female
63001,5,Male
63002,54,Female
63003,40,Male
63004,38,Female
63005,19,Male
63006,53,Male
63007,80,Male
63008,38,Male
63009,6,Male
63010,78,Female
63011,16,Female
63012,65,Male
63013,65,Male
63014,11,Female
63015,65,Male
63016,14,Female
63017,71,Male
63018,10,Male
63019,65,Female
63020,6,Male
63021,46,Female
63022,49,Male
63023,25,Male
63024,78,Female
63025,79,Female
63026,31,Female
63027,15,Male
63028,6,Female
63029,2,Female
63030,21,Male
63031,77,Female
63032,14,Male
63033,45,Male
63034,5,Female
63035,7,Male
63036,74,Female
63037,41,Female
63038,2,Female
63039,2,Female
63040,54,Female
63041,35,Male
63042,12,Female
63043,20,Female
63044,35,Male
63045,53,Female
63046,1,Male
63047,6,Female
63048,29,Male
63049,19,Male
63050,24,Male
63051,30,Male
63052,37,Female
63053,8,Female
63054,11,Female
63055,2,Female
63056,21,Male
63057,29,Male
63058,13,Female
63059,7,Male
63060,7,Female
63061,37,Female
63062,4,Male
63063,7,Female
63064,61,Male
63065,11,Male
63066,3,Male
63067,0,Female
63068,9,Male
63069,20,Male
63070,70,Female
63071,53,Female
63072,12,Female
63073,16,Male
63074,3,Male
63075,12,Female
63076,53,Male
63077,38,Male
63078,6,Male
63079,17,Male
63080,34,Female
63081,62,Male
63082,59,Female
63083,71,Female
63084,4,Male
63085,4,Female
63086,74,Female
63087,3,Male
63088,44,Male
63089,43,Female
63090,15,Female
63091,70,Male
63092,17,Female
63093,10,Female
63094,80,Male
63095,4,Female
63096,8,Male
63097,70,Male
63098,10,Female
63099,3,Female
63100,13,Female
63101,6,Male
63102,19,Female
63103,46,Male
63104,6,Female
63105,14,Male
63106,50,Male
63107,66,Female
63108,21,Male
63109,41,Female
63110,36,Male
63111,8,Male
63112,66,Female
63113,3,Female
63114,15,Male
63115,4,Male
63116,34,Female
63117,24,Male
63118,16,Male
63119,37,Male
63120,4,Female
63121,9,Male
63122,3,Female
63123,55,Male
63124,54,Female
63125,46,Female
63126,44,Male
63127,28,Male
63128,34,Female
63129,14,Male
63130,16,Female
63131,2,Female
63132,80,Female
63133,24,Male
63134,66,Female
63135,15,Male
63136,18,Male
63137,49,Male
63138,15,Male
63139,25,Female
63140,9,Female
63141,34,Female
63142,54,Male
63143,70,Male
63144,1,Male
63145,50,Male
63146,6,Female
63147,41,Male
63148,40,Male
63149,43,Female
63150,19,Male
63151,44,Male
63152,62,Female
63153,2,Male
63154,36,Male
63155,18,Male
63156,70,Female
63157,13,Male
63158,0,Female
63159,48,Male
SEQN,RIAGENDR,RIDEXMON
51624,1,Male
51625,1,Female
51626,1,Male
51627,1,Male
51628,2,Female
51629,1,Male
51630,2,Male
51631,2,Male
51632,1,Male
51633,1,Female
51634,1,Female
51635,1,Female
51638,1,Male
51639,1,Female
51640,1,Male
51641,1,Female
51642,1,Male
51643,2,Male
51644,1,Male
51645,1,Male
51646,1,Female
51647,2,Female
51648,1,Female
51649,2,Female
51650,2,Female
51651,2,Male
51652,2,Female
51653,1,Female
51654,1,Male
51655,2,Male
51656,1,Female
51657,1,Female
51658,2,Female
51659,2,Female
51660,1,Female
51661,2,Male
51662,2,Male
51663,2,Female
51664,2,Male
51665,2,Male
51666,2,Male
51667,1,Male
51668,2,Male
51669,2,Male
51670,1,Female
51671,2,Female
51672,2,Male
51673,2,Female
51675,2,Male
51676,1,Female
51677,1,Female
51678,1,Male
51679,1,Female
51680,2,Female
51681,2,Male
51682,1,Female
51683,2,Female
51684,2,Male
51685,2,Female
51686,1,Female
51687,1,Male
51688,1,Female
51689,2,Male
51690,2,Male
51691,2,Female
51692,1,Female
51693,2,Male
51694,1,Male
51695,1,Female
51696,1,Female
51697,1,Male
51698,1,Male
51699,2,Male
51700,1,Female
51701,1,Female
51702,1,Female
51703,1,Female
51704,1,Male
51705,2,Male
51706,2,Male
51707,2,Female
51708,2,Female
51709,1,Male
51710,2,Male
51711,2,Male
51713,1,Female
51714,1,Male
51715,1,Male
51716,2,Female
51717,2,Female
51718,2,Male
51719,1,Female
51720,1,Male
51721,2,Male
51722,1,Female
51723,1,Female
51724,2,Female
51725,1,Male
51726,2,Female
51727,2,Male
51728,2,Female
51729,1,Male
51730,1,Female
51731,2,Male
51732,1,Female
51733,1,Male
51734,1,Female
51735,2,Male
51736,2,Male
51737,1,Male
51738,1,Female
51739,2,Female
51740,2,Female
51741,2,Male
51742,2,Female
51743,1,Female
51744,2,Male
51745,1,Male
51746,2,Male
51747,1,Male
51748,1,Male
51749,1,Female
51750,1,Male
51751,2,Male
51752,2,Male
51753,1,Female
51754,2,Female
51755,1,Male
51756,2,Female
51757,2,Female
51758,2,Female
51759,1,Male
51760,2,Female
51761,2,Male
51762,2,Female
51763,1,Female
51764,2,Female
51765,2,Female
51766,2,Female
51767,2,Male
51768,2,Female
51769,2,Female
51770,2,Female
51771,2,Female
51772,1,Male
51773,2,Male
51774,2,Male
51775,1,Female
51776,1,Male
51777,2,Female
51778,1,Female
51779,1,Female
51780,2,Female
51781,1,Male
51782,2,Female
51783,1,Male
51784,1,Male
51786,1,Female
51787,2,Female
51788,1,Female
51789,2,Female
51790,2,Female
51791,1,Female
51792,1,Female
51793,2,Male
51794,1,Female
51795,2,Female
51796,2,Female
51797,2,Female
51798,1,Female
51799,1,Male
51800,1,Female
51801,1,Male
51802,1,Female
51803,1,Male
51804,1,Female
51805,2,Female
51806,1,Male
51807,1,Male
51808,2,Male
51809,2,Female
51810,1,Female
51811,1,Male
51812,2,Male
51813,2,Female
51814,2,Male
51815,2,Male
51816,2,Male
51817,2,Male
51818,1,Male
51819,1,Female
51820,1,Male
51821,1,Female
51822,1,Female
51823,2,Female
51824,2,Male
51825,1,Female
51826,2,Female
51827,1,Male
51828,2,Female
51829,2,Female
51830,2,Female
51831,2,Male
51832,1,Female
51833,2,Female
51834,2,Male
51835,1,Female
51836,1,Male
51837,2,Male
51838,2,Female
51839,1,Female
51840,1,Male
51841,2,Male
51842,2,Female
51843,2,Male
51844,2,Male
51845,2,Female
51846,1,Female
51847,2,Female
51848,1,Female
51849,2,Male
51850,1,Female
51851,2,Female
51852,2,Female
51853,1,Female
51854,1,Male
51855,1,Male
51856,2,Female
51857,2,Female
51858,2,Male
51859,1,Male
51860,2,Female
51861,1,Female
51862,2,Female
51863,2,Female
51864,1,Male
51865,2,Male
51866,1,Female
51867,2,Male
51868,1,Female
51869,2,Male
51872,1,Male
51873,1,Male
51875,2,Female
51876,2,Male
51877,1,Male
51878,1,Female
51879,1,Male
51880,1,Male
51881,1,Male
51882,1,Male
51883,2,Female
51884,1,Male
51885,1,Female
51886,1,Male
51887,1,Female
51888,1,Female
51889,1,Female
51890,2,Female
51891,1,Female
51892,1,Male
51893,2,Female
51894,2,Female
51895,2,Male
51896,2,Female
51897,2,Male
51898,2,Female
51899,2,Female
51900,2,Male
51901,2,Female
51902,1,Female
51903,1,Female
51904,1,Female
51905,2,Female
51906,1,Male
51907,2,Female
51908,2,Male
51909,1,Male
51910,1,Female
51911,1,Female
51912,2,Female
51913,1,Female
51914,2,Male
51915,1,Female
51916,2,Male
51917,1,Female
51918,1,Male
51919,2,Female
51920,1,Female
51921,1,Male
51922,1,Female
51923,2,Male
51924,1,Female
51925,1,Female
51926,1,Female
51927,2,Male
51928,2,Female
51929,2,Female
51930,1,Female
51931,1,Female
51932,2,Female
51933,1,Female
51934,1,Male
51935,1,Female
51936,2,Male
51937,1,Male
51939,1,Male
51940,1,Female
51941,1,Female
51942,2,Female
51943,2,Male
51944,1,Male
51945,2,Female
51947,2,Male
51948,2,Male
51949,2,Male
51950,2,Female
51951,2,Male
51952,2,Male
51953,2,Female
51954,1,Female
51955,1,Female
51956,2,Female
51957,2,Female
51958,1,Female
51959,1,Male
51960,1,Male
51961,2,Female
51962,2,Male
51963,1,Male
51964,2,Female
51965,1,Male
51966,2,Male
51967,1,Female
51968,1,Female
51969,1,Female
51970,1,Female
51971,1,Female
51972,2,Male
51973,1,Female
51974,2,Male
51975,1,Male
51976,1,Male
51977,1,Female
51978,2,Male
51979,2,Male
51980,1,Female
51981,2,Female
51982,1,Male
51983,2,Female
51984,2,Male
51985,2,Male
51986,1,Female
51987,1,Female
51988,2,Female
51989,2,Female
51990,1,Male
51991,1,Female
51992,2,Male
51993,2,Male
51994,1,Female
51995,1,Female
51996,2,Male
51997,2,Female
51998,1,Male
51999,1,Male
52000,1,Male
52001,2,Male
52002,2,Female
52003,1,Male
52004,2,Female
52005,2,Male
52006,2,Male
52007,2,Female
52008,2,Female
52009,2,Female
52010,2,Male
52011,1,Female
52012,2,Female
52013,1,Female
52014,1,Male
52015,2,Female
52016,2,Female
52017,1,Female
52018,2,Male
52019,2,Female
52020,2,Female
52021,2,Female
52022,2,Female
52023,1,Female
52024,1,Male
52025,1,Female
52026,1,Female
52027,1,Male
52028,2,Female
52029,2,Female
52030,2,Male
52031,1,Male
52032,2,Male
52033,2,Male
52034,1,Male
52035,1,Male
52036,1,Female
52037,1,Male
52038,1,Female
52039,2,Male
52040,1,Male
52042,1,Male
52043,1,Male
52044,2,Female
52046,1,Female
52047,2,Male
52048,1,Male
52049,1,Female
52050,1,Female
52051,1,Male
52052,1,Male
52053,2,Male
52054,2,Female
52055,1,Female
52056,2,Female
52057,2,Female
52058,1,Female
52059,2,Male
52060,1,Female
52061,2,Male
52062,1,Female
52063,1,Female
52064,1,Female
52065,1,Male
52066,2,Female
52067,2,Male
52068,1,Female
52069,2,Female
52070,1,Male
52071,1,Male
52072,2,Male
52073,2,Female
52074,1,Female
52075,1,Female
52076,2,Female
52077,2,Male
52078,1,Female
52079,1,Male
52080,1,Female
52081,1,Male
52082,2,Female
52083,1,Male
52084,2,Female
52085,2,Male
52086,1,Female
52087,1,Male
52088,2,Female
52089,1,Female
52090,2,Male
52091,2,Male
52092,2,Female
52093,2,Female
52094,2,Female
52095,1,Male
52096,2,Female
52097,2,Female
52098,2,Male
52099,1,Female
52101,2,Male
52102,2,Female
52103,1,Male
52104,2,Female
52105,1,Female
52106,2,Female
52107,2,Male
52108,2,Male
52109,1,Male
52110,2,Female
52111,1,Male
52112,2,Male
52113,1,Male
52114,1,Female
52115,2,Female
52116,1,Female
52117,1,Male
52118,2,Male
52119,2,Female
52120,2,Male
52121,1,Male
52122,1,Male
52123,2,Male
52124,1,Male
52125,1,Male
52126,2,Female
52127,2,Female
52128,1,Male
52129,1,Female
52130,2,Male
52131,2,Female
52132,2,Male
52133,1,Female
52134,1,Male
52135,1,Female
52136,2,Male
52137,2,Female
52138,1,Female
52139,2,Male
52140,2,Male
52141,2,Female
52142,2,Female
52143,2,Female
52144,2,Female
52145,2,Female
52146,1,Female
52147,2,Male
52148,1,Male
52149,2,Male
52150,2,Male
52151,2,Male
52152,1,Male
52153,2,Female
52154,2,Female
52155,2,Female
52156,2,Female
52157,2,Male
52158,2,Female
52159,2,Female
52160,2,Female
52161,2,Female
52162,1,Female
52163,1,Female
52164,1,Female
52165,1,Female
52166,2,Male
52167,1,Female
52168,1,Female
52169,1,Male
52170,1,Male
52171,1,Female
52172,1,Female
52173,2,Male
52174,1,Male
52175,2,Female
52176,1,Male
52177,1,Male
52178,1,Female
52179,1,Female
52180,1,Male
52181,1,Male
52182,1,Male
52183,1,Male
52184,2,Male
52185,1,Female
52186,2,Female
52187,2,Female
52188,2,Female
52189,2,Female
52190,2,Male
52191,2,Male
52192,1,Male
52193,1,Female
52194,1,Female
52195,2,Female
52196,2,Female
52197,1,Female
52198,2,Male
52199,2,Male
52200,2,Male
52201,1,Male
52202,2,Female
52203,1,Male
52204,1,Female
52205,2,Male
52206,2,Male
52207,1,Male
52208,2,Male
52209,1,Female
52212,2,Male
52213,1,Male
52214,1,Male
52215,2,Male
52216,2,Female
52217,2,Male
52218,1,Male
52219,1,Female
52220,1,Male
52221,1,Male
52222,2,Female
52223,1,Male
52224,1,Female
52225,2,Male
52226,1,Male
52227,2,Female
52228,2,Male
52229,1,Male
52230,2,Male
52231,2,Female
52232,1,Male
52233,1,Male
52234,2,Female
52235,2,Male
52236,1,Male
52237,1,Female
52238,1,Male
52239,1,Male
52240,2,Female
52241,2,Female
52242,1,Male
52243,1,Female
52244,2,Male
52245,2,Female
52246,2,Female
52247,1,Female
52248,1,Male
52249,1,Male
52250,1,Male
52251,1,Female
52252,1,Female
52253,2,Male
52254,1,Female
52255,2,Female
52256,2,Male
52258,2,Male
52259,1,Female
52260,1,Female
52261,2,Male
52263,2,Female
52264,1,Female
52265,1,Female
52266,1,Female
52267,1,Female
52268,1,Male
52269,2,Male
52270,2,Male
52271,2,Male
52272,1,Female
52273,1,Male
52274,2,Female
52275,1,Male
52276,2,Female
52277,2,Female
52278,2,Male
52279,1,Female
52280,1,Female
52281,2,Male
52282,1,Female
52283,1,Male
52284,2,Female
52285,1,Female
52286,1,Female
52287,2,Male
52288,2,Male
52289,1,Male
52290,1,Female
52291,1,Female
52292,2,Male
52293,2,Female
52294,2,Male
52295,2,Female
52296,1,Female
52297,1,Male
52298,1,Female
52299,2,Female
52300,1,Male
52301,2,Male
52302,1,Male
52303,2,Female
52304,1,Male
52305,1,Male
52306,2,Female
52307,1,Male
52308,2,Female
52309,2,Male
52310,2,Male
52311,1,Female
52312,1,Female
52313,1,Male
52314,2,Female
52315,2,Male
52316,2,Male
52317,1,Female
52318,2,Female
52319,2,Female
52320,2,Male
52321,2,Female
52322,1,Male
52323,1,Female
52324,2,Female
52325,2,Female
52326,1,Female
52327,1,Male
52328,1,Male
52329,1,Female
52330,1,Female
52331,2,Male
52332,2,Female
52333,2,Male
52334,2,Male
52335,2,Male
52336,1,Female
52337,1,Male
52338,1,Male
52339,2,Male
52340,2,Female
52341,1,Female
52342,1,Male
52343,2,Female
52344,2,Male
52345,2,Male
52346,1,Male
52347,2,Male
52348,1,Female
52349,1,Female
52350,1,Male
52351,2,Male
52352,1,Male
52353,2,Male
52354,2,Female
52355,1,Female
52356,2,Female
52357,1,Female
52358,1,Male
52359,1,Male
52360,1,Female
52361,2,Male
52363,2,Female
52364,2,Female
52365,1,Male
52366,1,Female
52367,1,Female
52368,2,Female
52369,2,Female
52370,1,Female
52371,2,Female
52372,1,Female
52373,1,Male
52374,2,Female
52375,1,Female
52376,2,Male
52377,2,Male
52378,1,Female
52379,1,Female
52380,2,Male
52381,2,Male
52382,1,Male
52383,1,Male
52384,1,Male
52385,2,Female
52386,2,Male
52387,2,Female
52388,1,Female
52389,1,Female
52390,2,Female
52391,2,Female
52392,2,Male
52393,1,Male
52394,1,Male
52395,1,Female
52396,1,Female
52397,1,Male
52398,2,Female
52399,2,Female
52400,1,Male
52401,2,Male
52402,1,Female
52403,1,Female
52404,1,Male
52405,1,Male
52406,1,Male
52407,1,Male
52408,2,Female
52409,2,Male
52410,1,Female
52411,1,Male
52412,2,Female
52413,1,Female
52414,1,Female
52415,2,Male
52416,2,Male
52417,2,Female
52418,1,Female
52419,2,Male
52420,2,Female
52421,1,Male
52422,1,Male
52423,2,Male
52424,2,Male
52425,1,Male
52426,1,Female
52427,2,Male
52428,2,Male
52429,1,Male
52430,2,Female
52431,1,Male
52432,1,Female
52433,1,Female
52434,1,Female
52435,2,Male
52436,2,Female
52437,2,Male
52438,2,Female
52439,1,Female
52440,1,Female
52442,2,Male
52443,2,Male
52444,1,Female
52445,2,Female
52446,2,Male
52447,2,Male
52448,1,Female
52449,2,Male
52450,1,Male
52451,2,Male
52452,1,Female
52453,2,Male
52454,1,Male
52455,2,Male
52456,1,Male
52457,1,Male
52458,1,Male
52459,2,Female
52460,2,Male
52461,2,Male
52462,1,Female
52463,2,Female
52464,2,Female
52465,2,Female
52466,2,Female
52467,1,Male
52468,1,Female
52469,1,Female
52470,1,Female
52471,2,Female
52472,1,Female
52473,2,Male
52474,2,Female
52475,2,Female
52476,2,Female
52477,2,Male
52478,1,Male
52479,1,Female
52480,2,Female
52481,2,Male
52482,2,Female
52483,2,Female
52484,2,Female
52485,2,Female
52486,2,Male
52487,2,Male
52488,1,Male
52489,1,Female
52490,1,Female
52491,1,Female
52492,1,Female
52493,1,Female
52494,2,Female
52495,1,Male
52496,2,Male
52497,2,Female
52498,1,Male
52499,1,Female
52500,1,Male
52501,1,Female
52502,1,Male
52503,2,Female
52504,1,Male
52505,2,Female
52506,2,Female
52507,1,Female
52508,1,Male
52509,1,Female
52510,2,Male
52511,1,Male
52513,2,Female
52514,2,Male
52515,1,Female
52516,2,Female
52517,1,Male
52518,1,Male
52519,2,Female
52520,1,Male
52521,1,Female
52522,2,Male
52523,2,Male
52524,2,Female
52525,1,Female
52526,1,Female
52527,1,Female
52528,2,Female
52529,2,Female
52530,2,Female
52531,1,Male
52532,1,Male
52533,2,Female
52534,1,Male
52535,1,Male
52536,2,Male
52537,2,Female
52538,1,Female
52539,2,Female
52540,1,Male
52541,1,Male
52542,1,Male
52543,2,Female
52544,2,Female
52545,1,Male
52546,1,Male
52547,1,Female
52548,1,Male
52549,2,Male
52550,2,Female
52551,1,Female
52552,2,Female
52553,2,Female
52555,1,Female
52556,2,Female
52557,1,Male
52558,1,Female
52559,2,Male
52560,2,Male
52561,1,Male
52562,1,Male
52563,2,Male
52565,1,Female
52566,2,Male
52567,2,Female
52568,2,Female
52569,2,Female
52570,1,Female
52571,2,Female
52572,2,Female
52573,1,Female
52574,2,Female
52575,1,Male
52576,1,Male
52577,1,Female
52578,1,Female
52579,2,Male
52580,1,Female
52581,1,Female
52582,2,Male
52583,2,Female
52584,1,Female
52585,2,Female
52586,2,Female
52587,2,Female
52588,2,Male
52589,2,Male
52590,1,Female
52591,1,Male
52592,1,Female
52594,2,Male
52595,2,Female
52596,1,Female
52597,2,Male
52598,2,Female
52599,2,Male
52600,1,Male
52601,2,Male
52602,2,Male
52604,1,Female
52605,2,Male
52606,1,Male
52607,1,Male
52608,2,Male
52609,1,Male
52610,2,Male
52611,2,Female
52612,1,Male
52613,1,Female
52614,2,Female
52615,1,Male
52616,2,Female
52617,1,Male
52618,2,Male
52619,1,Female
52620,2,Female
52621,1,Male
52622,2,Male
SEQN,RIAGENDR,RIDEXMON
41475,2,Female
41476,2,Male
41477,1,Female
41478,2,Female
41479,1,Male
41480,1,Male
41481,1,Male
41482,1,Female
41483,1,Male
41484,1,Male
41485,2,Male
41486,2,Male
41487,1,Male
41488,1,Male
41489,2,Male
41490,2,Female
41491,2,Female
41492,1,Female
41493,2,Female
41494,1,Male
41495,1,Male
41496,2,Female
41497,2,Female
41498,1,Male
41499,2,Male
41500,2,Male
41501,1,Male
41502,1,Male
41503,1,Female
41504,1,Male
41505,1,Male
41506,1,Female
41507,2,Male
41508,1,Male
41509,1,Male
41510,2,Female
41511,1,Male
41512,2,Female
41513,2,Male
41514,1,Female
41515,2,Male
41516,2,Female
41517,1,Male
41518,1,Female
41519,1,Male
41520,2,Male
41521,2,Male
41522,1,Male
41523,1,Male
41524,2,Female
41525,1,Male
41526,2,Male
41527,1,Female
41528,1,Female
41530,2,Male
41531,1,Female
41532,1,Male
41533,2,Male
41534,2,Male
41535,2,Male
41536,2,Female
41537,2,Female
41539,1,Male
41540,1,Female
41541,2,Female
41542,2,Male
41545,2,Male
41546,2,Female
41547,1,Female
41548,2,Female
41549,2,Female
41550,1,Female
41551,1,Male
41552,1,Female
41553,2,Male
41554,1,Female
41555,2,Male
41556,1,Female
41558,2,Male
41559,2,Male
41560,2,Male
41561,1,Male
41562,1,Male
41563,2,Male
41564,1,Male
41565,1,Female
41566,1,Male
41567,1,Male
41568,1,Male
41570,1,Female
41571,2,Female
41572,1,Female
41573,2,Male
41574,1,Female
41575,1,Male
41576,1,Male
41577,2,Female
41578,2,Female
41579,2,Female
41580,2,Male
41581,1,Female
41582,2,Female
41583,2,Male
41584,2,Female
41585,1,Male
41587,2,Male
41588,1,Female
41589,1,Male
41590,1,Male
41591,1,Female
41592,2,Male
41593,2,Male
41594,1,Female
41595,2,Female
41596,1,Male
41597,1,Female
41598,1,Male
41599,2,Female
41600,1,Female
41601,1,Male
41602,1,Male
41603,2,Male
41604,2,Male
41605,2,Female
41607,2,Female
41608,2,Female
41609,1,Male
41610,2,Female
41611,2,Male
41612,2,Female
41613,1,Male
41614,2,Female
41615,2,Female
41616,2,Female
41617,2,Male
41618,2,Female
41619,1,Female
41620,1,Male
41621,2,Male
41622,2,Female
41623,1,Male
41624,2,Male
41625,2,Male
41626,1,Male
41627,2,Male
41628,2,Female
41629,2,Male
41630,1,Female
41632,1,Male
41633,1,Male
41634,1,Female
41635,1,Male
41636,2,Male
41637,1,Female
41638,1,Female
41639,1,Male
41640,1,Female
41641,2,Male
41642,2,Female
41643,2,Female
41644,2,Female
41645,1,Female
41646,1,Male
41647,2,Male
41648,1,Female
41649,2,Male
41650,2,Female
41651,2,Female
41652,2,Male
41653,1,Male
41654,2,Female
41655,2,Female
41656,2,Male
41657,1,Female
41658,1,Male
41659,2,Male
41660,2,Male
41661,2,Male
41662,1,Male
41663,2,Male
41664,1,Female
41665,1,Female
41666,2,Male
41667,1,Female
41668,1,Female
41669,1,Male
41670,1,Male
41671,1,Female
41672,2,Male
41674,1,Female
41675,2,Female
41676,2,Female
41677,1,Male
41678,1,Female
41679,1,Female
41680,1,Female
41681,2,Female
41682,2,Female
41683,1,Female
41684,2,Female
41685,1,Female
41686,2,Male
41687,1,Male
41688,1,Female
41689,1,Male
41690,1,Female
41691,1,Female
41692,2,Male
41693,1,Female
41694,2,Female
41695,2,Female
41696,1,Male
41697,2,Male
41698,1,Female
41699,1,Male
41700,1,Female
41701,2,Female
41702,2,Male
41703,2,Female
41704,1,Male
41705,1,Female
41706,1,Female
41708,2,Female
41710,1,Male
41711,2,Female
41713,1,Female
41714,2,Female
41715,2,Female
41716,1,Female
41717,2,Female
41718,2,Male
41719,1,Male
41720,2,Male
41721,1,Female
41722,1,Male
41723,1,Male
41724,1,Male
41725,2,Male
41726,2,Female
41727,2,Female
41728,2,Male
41729,1,Female
41730,1,Male
41731,2,Male
41732,2,Male
41733,1,Female
41734,2,Male
41735,2,Female
